CMPL	1	31657	6aa1ccf9ecc8c60d
id	category	name	lat	lon	address	description
ov-bfa58e5b1201	CAFE	Natural Ice Cream	19.261030	72.978190	Acropolis, 4, Thane	Ice cream shop.
ov-f35c26621594	CAFE	Solos Ice Creams, Borivali West, Mumbai	19.222901	72.847971	Shop No. 1, Unique Serenity, Shimpoli Rd, Mumbai	Ice cream shop.
ov-e4264f24cbd9	CAFE	Naturals Ice Cream	19.189188	72.847990	Shop No. 12, Subway, Patel Shopping Centre, Sainath Rd, opp. Foodland Hotel, near Malad, Mumbai	Ice cream shop.
ov-de5d39e4e0be	CAFE	Cafe Arabian Nights	19.083123	73.006069	1st Floor, Shop, Satra Plaza, 116, Palm Beach Rd, Navi Mumbai	Cafe.
ov-094b9eeaa779	CAFE	The Mugshot Cafe	19.291330	72.878729	Gaurav Woods Phase II, Mira Bhayander	Cafe.
ov-18f647f6e759	CAFE	Blue Tokai Coffee Roasters	19.151681	72.830302	4, GF, The Park Residence, Unit No 1 to, Mumbai	Coffee shop.
ov-db7d9dcb443e	CAFE	Cafe Ajwa	19.183176	72.818966	Gate Number 8, 52, 409, Mhada Rd, opposite Bus Depot, Mumbai	Cafe.
ov-28817c542a0d	CAFE	New Modern Cafe And Lunch Home	19.012398	72.822283	262 ,Dr. A.B.Rd, Ashiwad Bldg, Mumbai	Cafe.
ov-c85dff1e5843	CAFE	Punjabi Ghasitaram World of Sweets	19.123392	72.843890	1 and 2, Narsinh Niwas, 126, JP Rd, opp. Canara Bank, opp. Metro Pillar No 118, Mumbai	Candy store.
ov-e5a5ed1e4a89	CAFE	Cafe Coffee Day	19.069479	72.900537	Shoppers Stop, Krushal Commercial Centre, Gm Road, Chembur, Mumbai	Cafe.
ov-bf6d30e033e9	CAFE	Bean Kaffee	19.070186	72.898082	Shop no.5, Bldg no.10, Durga Sadan, Society, Mumbai	Cafe.
ov-6d21554dfac4	CAFE	Costa Cycle Chaiwala	19.114474	72.836493	49 Gulmohar Road, Mumbai	Cafe.
ov-358a23dd57bd	CAFE	Hiloni Cakes	19.203297	72.841097	HILONI CAKES . Shop no.5, Vasant Aishwarya building, Mathuradas Road, Mumbai	Bakery.
ov-905e8a7d72e8	CAFE	Prithvi cafe	19.235861	72.880402	Mumbai	Cafe.
ov-db9b8defa0bb	CAFE	Chanderkar Sweets	19.014237	72.824397	101/A, Old Prabhadevi Rd, Mumbai	Bakery.
ov-dd13b5e67721	CAFE	Gossip Cafe Bar	19.239297	72.842754	1 Ekta Elegance, Yogi Nagar, New Link Road, Borivali West, Mumbai	Cafe.
ov-441c2fbccb9f	CAFE	Cakes N Chemistry	19.175529	72.943461	Shop 5, Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai	Bakery.
ov-8fca4c2a6839	CAFE	Zam Zam Sweets & Bakery	19.121146	72.870506	Mumbai	Bakery.
ov-e9940b24451d	CAFE	National Dairy and Sweets	18.976468	72.830284	Shop No 9, Dubash Building, Hans Road, Byculla West, Mumbai	Desserts.
ov-b111743bebbf	CAFE	Dairy Don	19.212902	72.841862	SHOP NO 39, RAJ ACARDE, opp. D, Mumbai	Ice cream shop.
ov-be9dda2f2dc5	CAFE	Gelato Italiano	19.219279	72.970405	Gladys Alwares Road, Thane	Bakery.
ov-8c5bfaabb9a9	CAFE	Travancore Cafe	19.125142	72.919400	Ground Floor, Travancore Cafe, near Datta Samant Bungalow, Mumbai	Cafe.
ov-1f487c8d331e	CAFE	DIEM Chocolates	19.180614	72.951816	21, Old Unique Indl. Estate, Dr Rajendra Prasad Rd, opp. Jawahar Talkies, Mumbai	Chocolatier.
ov-054dee077755	CAFE	Theobroma Patisserie India	19.012857	72.825948	Shop No 3, Shivalik Building, Next to Tata Motors, Century Bazaar, Appasaheb Marathe Marg, Prabhadevi, Mumbai	Bakery.
ov-a9b224619d35	CAFE	ZAS Cake Shop Amrut Nagar	19.195194	72.971311	Shop no 12, yashdeep HSG, Shadi Mahal Hall Rd, Amrut Nagar, Thane	Bakery.
ov-e9da01ddce18	CAFE	Amul Ice Cream Cafe	19.262118	72.978281	Shop No.2 , Palacia Building , Near Bhoomi Acres, Hiranandani Estate , , Thane	Ice cream shop.
ov-8387f729ae52	CAFE	Christian Villar	19.151032	72.832512	Meera Tower, 1 Best Colony Road, Mumbai	Cafe.
ov-e6cfec7b79fe	CAFE	The Cocoa Trees	18.969642	72.803997	Nanak Niwas, 62/1 Bhulabhai Desai Road, Mumbai	Desserts.
ov-494e7f295d1e	CAFE	Amber Sweets and Snacks	19.279442	72.859993	Shop 2&3, B/3, Sector -2, Shanti Nagar, Shanti Nagar, Mira Road East, Mumbai, 022 28104219,, Mira Bhayander	Desserts.
ov-a2f05fe9fdec	CAFE	Cafe Coffee Day	19.205190	72.839264	Lokhandwaka, Mumbai	Coffee shop.
ov-aa1443b30399	CAFE	Hangout Junction	19.065252	72.917987	Shop No. 7, Building No. 10, Durga Sadan CHS, Tilak Nagar, Opposite Shayyadri Garden, Chembur West, Mumbai	Smoothie juice bar.
ov-46c4c512fbdb	CAFE	Icicle	19.151790	72.831509	Shop No. 2 Bldg No 28, Bhau Tatoba Toraskar Marg, Mumbai	Desserts.
ov-f3b7bf177e4e	CAFE	Thhikana cafe	19.227101	72.970549	HIRANANDANI MEADOWS, Shop no. 26, G-floor Block no. 3, Emerald Plaza, Market, opp. currae speciality clinic, Thane	Tea room.
ov-b270c35d75f2	CAFE	BM Juice Center	19.044293	72.864887	Near Sion Bridge, Tv Chidambaran Marg, Sion East, Mumbai	Smoothie juice bar.
ov-3cc13e6ec466	CAFE	Sagar Sweets And Farsan	19.228978	72.855855	Shop No 3, Railway Station, opposite Boriwali West, Mumbai	Desserts.
ov-d27893649274	CAFE	Whatta Waffle	19.258633	72.984739	Hiranandani Estate, Shop 11, Goldcroft, Thane	Bakery.
ov-d359628277ad	CAFE	The Belgian Waffle Co.	19.089398	73.005157	Shop no.6, Manek Complex CHS, Navi Mumbai	Desserts.
ov-70549126d3b8	CAFE	Cafe 2.0 Bandra	19.053500	72.830250	Shop 1, Pearl Heaven, CHS 86, Chapel Road, Bandra Junction, Bandstand, Bandra West, Mumbai	Cafe.
ov-bc5ce5d7922d	CAFE	Scoop This Way	19.196025	72.819273	Shop No 002, mendes house, Marve Rd, opposite Blue Haven Hotel, Mumbai	Cafe.
ov-ab762f95ab91	CAFE	Natural Scoop	19.204831	72.999766	Jai Mata Di Park Next to Red Chilli, New Fish Market, Thane	Ice cream shop.
ov-b96a306be91b	CAFE	Fakhri Bakery	18.959686	72.830326	Shop No.5, Block B, Mumbai	Bakery.
ov-390389baeab6	CAFE	Ice Cream Works	18.995288	72.825725	F-16, F-11, First Floor, High Street Phoenix Mall, Lower Parel, Mumbai	Ice cream shop.
ov-be149ba46b28	CAFE	Froozo	19.180101	72.836566	3 King Palace Building, Mumbai	Ice cream shop.
ov-55d08b04cbe5	CAFE	Tulum Coffee	19.120026	72.827447	ground floor, New Sangam Cooperative Housing Society, B/13, Juhu Versova Link Rd, opp. Kapaswadi, Mumbai	Coffee shop.
ov-861432d9b5ca	CAFE	Express Sweet Treat	19.284000	72.905450	Mira Bhayander	Candy store.
ov-df4569843de5	CAFE	Baskin Robbins	19.229477	72.847799	Shop No. 4, Babhai Naka, Aacharya Shanti Sagar Chawk, opp. BBC Restaurant, Mumbai	Ice cream shop.
ov-bf93bc9b0224	CAFE	Bombaybreezecafe	19.126267	72.824613	Opp Shanti Tower, next to mhada telephone exchange, above corp bank, 4 Bungalows, Andheri West, Mumbai	Cafe.
ov-e7270f718c9e	CAFE	Cafe Samundar	18.968256	72.828334	247 Maulana Azad Road, Samundar Mahal, Nagpada, Madanpura, Mumbai	Cafe.
ov-b41fb03ee8c1	CAFE	Cafe Spice and Herbs	19.146933	72.933714	bus stop, Shop no. 1/4 Mini Land society Tank Road, Nruitanjali Road, Mumbai	Cafe.
ov-c25b6f8cc6f4	CAFE	Bombay BakeMart	19.291040	72.874450	Shop No 2 & 3, Jangid Enclave, Kanakia Road, Mira Road East, Mira Bhayander	Bakery.
ov-c7235ba8c333	CAFE	Gossip Cafe	19.290160	72.875307	1-5, Ng Galaxy Apartment, Marigold Lane, Mira Road, North Western, Mira Bhayander	Cafe.
ov-b603da918c90	CAFE	La Casaa	19.069283	72.899656	La Casaa Cafe, Brindavan Colony, Chembur West, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089	Cafe.
ov-c3970f7eb935	CAFE	Prasanth Sweet Corner	19.196714	72.960519	Late Sunil Road Bhole Marg, Thane	Desserts.
ov-51b20a6291a5	CAFE	Sweet Bengal	19.119360	72.911312	Shop No.126, Galleria Shopping Mall, Mumbai	Desserts.
ov-0859385374f2	CAFE	Gaurav Sweets and Namkeen, amarpali, thane	19.236449	72.970094	Shop No. 2, Complex, Tikuji Ni Wadi Rd, Thane	Candy store.
ov-ecf06f10165c	CAFE	Monginis	19.185752	72.959692	4 Tip Top Plaza, Thane	Bakery.
ov-dd2462443f18	CAFE	On The Way Falooda	19.232788	72.826229	Heramb Society, 54 L T Road, Mumbai	Ice cream shop.
ov-74687398fc15	CAFE	Tewari Bros	18.956128	72.815277	3 Purushottam Building, Opera House, Madhya Pradesh Marg, Mumbai	Desserts.
ov-fac05414ff35	CAFE	Theobroma Patisserie India	19.053580	72.882400	Shop No. 20 & 21, Sri Sunder Co-op Hsg Soc Ltd, V. N. Purav Marg, Opp Diamond Garden, Near Saraswat Bank, Sion-Trombay Road, Chembur East Mumbai	Bakery.
ov-de3308f90496	CAFE	Natural Ice Cream	19.169938	72.959883	Shop No-1, GV Scheme Rd 2, Mumbai	Ice cream shop.
ov-3ef91565eff2	CAFE	Bharat Farsan House	18.947209	72.826904	Chira Bazar, Kalbadevi Road, Kolbhat X Lane, Dr MB Velkar Street, Marine Line East, Kalbadevi, Mumbai	Desserts.
ov-a5c8ffad45d1	CAFE	Made In Farms	19.068550	72.898630	Shop no: 2, Bldg no: 167, Opposite Sahakar Cinema, Tilak Nagar, Chembur, Mumbai	Smoothie juice bar.
ov-49e6895f6791	CAFE	Chocolateria San Churro	18.975122	72.806338	Warden Road, Mumbai	Bakery.
ov-20043508bb85	CAFE	Foody Monk Cafe	19.204725	72.957877	S/3-05, Vedant Commercial Complex, Vartak Nagar, Thane, Maharashtra 400606	Cafe.
ov-786c9fde0cba	CAFE	Bindaas Binge	19.175167	72.870598	Filmcity Road, Mumbai	Desserts.
ov-e62d6dc4901a	CAFE	Eagle Ice Cream	19.164226	72.843579	Shop No 18, 19, Kiran Industrial Estate, Mahatma Gandhi Road, Goregaon West, Mumbai	Ice cream shop.
ov-b1fc627da417	CAFE	Home Made Cafe	19.103452	72.827065	Mumbai	Cafe.
ov-9822c3ff7f7b	CAFE	The King Cakes and Crunchies	19.064504	72.876213	Takiya Ward, Shop No. 2, Shop No. 2, Sarveshwar Mandir Rd, near Kurla Police Station, Mumbai	Bakery.
ov-3f02fd1517c4	CAFE	Cafe Coffee Day	18.955016	72.814412	Dev Prakash Building, Mumbai	Coffee shop.
ov-dda4cf2700a1	CAFE	Lazzat-e-lucknow Cafe & Dine	19.083430	72.859450	Shop No 3 & 4, Park Paradise Buliding, opp green park building, Oshiwara, Anderi West - 400053, Mumbai	Cafe.
ov-ae0a804157ea	CAFE	Swastik Sweet and Farsan Mart	19.088310	72.905393	Shop no 5, Dr Lakhani Estate , Jividaya Lane, Mumbai	Bakery.
ov-142a90fd9088	CAFE	Unique Milkshakes	18.996867	72.840213	Unique milkshakes, Mumbai	Bakery.
ov-2701ab7ed57b	CAFE	Cafe Coffee Day	19.092507	72.856704	Mumbai Domestic Airport, Santacruz	Cafe.
ov-bd0912852446	CAFE	Mani's cafe	19.025408	72.839644	Shop 7, Plot 120, Ground Floor, Shaakuntala, Mumbai	Cafe.
ov-9e99c0a59b04	CAFE	Cafe Coffee Day	19.012897	72.825498	Photocafe, Jayant Apartments, Am Road, Shankar Ghanekar Rd, opp. Lucas, Mumbai	Coffee shop.
ov-4f5cad5a8496	CAFE	Baskin Robbins	19.193997	72.836100	Shop No. 4, Blerone Building, Malad Orlem, Apts, Sunder Ln, opp. JBC Garden, Mumbai	Ice cream shop.
ov-fd3b38de7642	CAFE	Mad Over Donuts	18.919244	72.829192	23B, Cusrow Baug, Ground Floor, Colaba Causeway, Mumbai	Donuts.
ov-244bc9c68bb6	CAFE	Summer House Cafe	19.000759	72.830105	Todi Mill, Lower Parel, Mumbai	Cafe.
ov-e6e6ccddff70	CAFE	CafÉ Bar₹A 12	19.200316	72.837906	CAFÉ BAR₹A 12, SHOP NO. 4, VARSHA APARTMENTS, GHARKUL SOCIETY, SEVEN BUNGLOW, ANDHERI WEST, Mumbai	Cafe.
ov-ae3835d9f6bf	CAFE	Coffee by Di Bella	19.115817	72.833636	1 Juhu Orchid, Ground Floor, Gulmohar Road, Jvpd, Juhu, Mumbai	Cafe.
ov-75a34032260d	CAFE	Creamchills Cool Camp Ice Cream Parlour	19.182965	72.976809	13 Gautam Center, Thane	Ice cream shop.
ov-fb7511294a65	CAFE	Icing On Top	18.953151	72.836852	27, Kazi Syed St, opp. Anand wine shop, opp. Hira mishthan, Mumbai	Bakery.
ov-29f28d48aafa	CAFE	Huckleberry's - Bakery and Patisserie	19.185479	72.841816	7 Liberty Garden Road No 3, Mumbai	Bakery.
ov-3bcb647bf339	CAFE	Kailash Mandir	18.981231	72.840979	Shop no 10 , Saheb mansion, Rambhau Bhogle Marg, Mumbai	Candy store.
ov-5ca4a46881ab	CAFE	Libon - The Cake Expert	19.283539	72.863177	Shop No.7/8, Asmita Singapore Plaza, Rasaz Cir, opposite Rassaz Shopping Center, Mira Bhayander	Bakery.
ov-9664948bf215	CAFE	La Crosta Vashi	19.074295	72.997165	Shop no 2, Plot no 104, Sai Maya CHS, Sector 29, Vashi , Navi Mumbai	Cafe.
ov-75aa89715788	CAFE	Naturals Ice Cream	19.294753	72.848092	Shop No 1&2, Saroj Plaza, Next to Maxus Mall, 150 Feet Road Mira Bhayandar, West, Mira Bhayander	Ice cream shop.
ov-f1d546d7d167	CAFE	New Kailash Sweets and Icecream Falooda Centre	19.183698	72.972874	Main Bazar, Thane	Desserts.
ov-16bf82a02ce0	CAFE	Leela Cakes and more Uran	18.879726	72.936523	Shop no, Mehta Niwas, 1, Uran - Mora Rd, opposite Mangalmurti Ideal Bazaar, near Tip Top Electronics, Navi Mumbai	Bakery.
ov-a786faf8b732	CAFE	Grey Mist Cafe	19.054047	72.830639	12, St Peters Rd, Mumbai	Cafe.
ov-8f0e5eaaef60	CAFE	Rollercoaster Ice Cream Works	19.080070	72.905372	Shop No. 1, Vallabh Baug Lane, Khau Gali, Ghatkopar East, Mumbai	Ice cream shop.
ov-894f068f7973	CAFE	Sewree Sweets and Bakery	18.999886	72.854307	Sewri Cross Rd, opposite Sewri Railway Station, Mumbai	Desserts.
ov-8eeed108e0b6	CAFE	The J	19.106799	72.840273	7 Majethia Apartments, Irla Signal, Vile Parle West, Mumbai	Cafe.
ov-7a7e5f7eb899	CAFE	Chai Sutta Bar	19.211766	72.874935	emp09 shop no 54 and 55, jupiter chs, Mumbai	Tea room.
ov-7a323991b75c	CAFE	Eighth by Anurita	19.072035	72.823400	17, Blue Heaven, YMCA garden, road, Off Carter Rd, Mumbai	Bakery.
ov-bf55af232cf1	CAFE	Nomadic Noms Cafe	19.130086	72.821404	Shop No.1, Shivam Apartment. Shiv Shopping Centre CHS Ltd, JP Rd, opposite Bus Depot, Gharkul Society, Seven Bunglow, Mumbai	Cafe.
ov-d8f2803d615f	CAFE	Ras Raj	19.102708	72.846594	GROUND FLOOR, ALPHA CO-OP SOCIETY, S1A, Mahatma Gandhi Rd, opp. PARLESHWAR TEMPLE, Mumbai	Desserts.
ov-77ce08080a0e	CAFE	Chai Sutta Bar	19.074032	72.834716	Mumbai	Cafe.
ov-74a98a05f03a	CAFE	Barista	19.093230	72.828569	The Emerald Hotel, Juhu Tara Road, Juhu, Western Suburbs, Mumbai	Coffee shop.
ov-b5ec1315bdba	CAFE	Hunger Adda	19.280794	72.868029	1 Chhatrapati Shivaji Maharaj Marg, Mira Bhayander	Cafe.
ov-c3b3b7adc4dd	CAFE	Araku Originals	18.922153	72.832487	Sunny House, Mandlik Rd, Mumbai	Coffee shop.
ov-b8fee7779f70	CAFE	Tea Villa Cafe Inorbit Mall Malad	19.173500	72.835645	Inorbit Mall, Malad West, Mumbai	Cafe.
ov-5fd764987a11	CAFE	London Bubble Company	19.098863	72.827838	Shop 2, Juhu Tara Road, Juhu, Mumbai	Cafe.
ov-20799aea2bc0	CAFE	Bonnie's Bakery	19.167616	72.944615	Sai Dham, A-15, Purushottam Kheraj Rd, Mumbai	Bakery.
ov-c0d85758ce46	CAFE	The Belgian Waffle Co.	19.173971	72.860291	Western Express Hwy, Mumbai	Desserts.
ov-fb18cf088440	CAFE	Havmor Ice Cream	19.283614	72.864186	Shop No. 7, Siddharth Nagar Building, opp. Snehanjali, Mira Bhayander	Ice cream shop.
ov-1aa1f154c7d4	CAFE	Casadella	19.272662	72.864755	Shop No. 3/4/5/6, Asmita Supermarket, 50 Feet Road, Mira Road East, Mira Bhayander	Bakery.
ov-42fb933111f3	CAFE	Bunkerzzz Cafe	19.212100	72.874464	Shop 42, Evershine Millenium Park 38, Mumbai	Cafe.
ov-c7fbf1262225	CAFE	Kantilal Damodar Mithaiwala	19.142704	72.932642	Kapoor Compound, Janata Market, Mumbai	Desserts.
ov-490d2af9574b	CAFE	Cupcamel	19.220100	72.853500	1, Mumbai	Cafe.
ov-51ff83587b51	CAFE	Jadeshwar Sweets and Farsan	19.226583	72.852365	Shop No. 7-8 , Jainam Building, Jambali Gali , Factory Lane , Borivali, Mumbai	Desserts.
ov-b9883389ea46	CAFE	Enrich Kulfi and Ice Cream	19.179064	72.848379	Shop no 1, Veena Nagar A Wing, Mumbai	Ice cream shop.
ov-5bfb3c552d39	CAFE	spunkygourmetcafe	19.058986	72.828934	Tertulian Road, Next to St. Stephen’s Steps, Mount Mary, Bandra (W), Mumbai, Maharashtra - 400050	Cafe.
ov-ce4a35aa1641	CAFE	Morbiwala Sweets and Farsan	19.076345	72.905261	3 Plot No 41, Parvati Sadan Building, Tilak Road, Mumbai	Candy store.
ov-984a9353267a	CAFE	Ajwa Dry Fruits and Chocolates	19.119192	72.993880	Shop No.05, GEECEE CLOUD-36, Plot 06, Palm Beach Rd, Navi Mumbai	Chocolatier.
ov-cc91b56fb61d	CAFE	Cafe Amar	19.052669	72.910432	Cafe Amar, Amar Cinema Compound, W. T. P. Marg, Mumbai	Cafe.
ov-a92ea7b1ac5b	CAFE	International Baking Company	19.186519	72.988167	CHATRAPATI SHIVAJI MAHARAJ CHOWK, KASHIMIRA, Thane	Bakery.
ov-2d30b32c2e2d	CAFE	Corra	19.150343	72.831673	Shop No 5, Ekdant Building, New Link Rd, Mumbai	Cafe.
ov-db64904b9028	CAFE	Simla Icecream	19.182730	72.976227	Shop no 50, sant tukaram road, near gaondevi mandir, thane east.	Ice cream shop.
ov-ab958fe2f8a9	CAFE	Häagen-Dazs	19.173941	72.859523	Oberoi Mall Lounge, Oberoi Mall, Mumbai	Ice cream shop.
ov-abb2d84fe2b5	CAFE	SSK infinity malad-2	19.184809	72.834150	INFINITI 2 MALAD, Mumbai	Cafe.
ov-a094ca7c4400	CAFE	Cafe Stadium Churchgate	18.933363	72.826802	Mumbai	Cafe.
ov-bcbe38ef5da0	CAFE	Oh Confection	19.211459	72.842124	E&F wings, Kamla Vihar, Boraspada Rd, Mumbai	Desserts.
ov-ac27de4c8be2	CAFE	Vijay Stores	19.080347	72.845826	Pandit Jawaharlal Nehru Rd, Mumbai	Candy store.
ov-ac37e941a162	CAFE	Cafe Bae	18.996410	72.830550	Mumbai	Cafe.
ov-b1f4d44697a8	CAFE	Shirucafe	19.130701	72.917197	Powai campus, First floor between L1 & L2 building, IIT, Mumbai	Cafe.
ov-9d867a7fda89	CAFE	Natural Ice Cream	19.171319	72.949922	Shop No A 13/14, Valji Ladha Road, Mirani, Mumbai	Ice cream shop.
ov-9bd13c6978ba	CAFE	Raghav Corner	19.259110	72.984340	Arcadia Shopping Center, Hiranandani Estate, Thane West, Thane, Maharashtra, India	Candy store.
ov-2975080e36b9	CAFE	Shor	19.084536	72.835262	123 Sujata, Rajpipla, Santacruz West, Mumbai	Coffee shop.
ov-151019b7d564	CAFE	abCoffee Versova	19.129417	72.815611	Shop No1, Atlantis Apartments, JP Road, 7 Bungalows, Versova, Andheri West., Mdlb Colony, Hasthinapuram, Chromepet, Mumbai	Coffee shop.
ov-77bde8da42bf	CAFE	Café Coffee Day - Spring Leaf Versova	19.129038	72.817714	Ground Floor, Spring Leaf CHS Ltd, J P Road, Near Versova Metro Station, Versova, Mumbai	Coffee shop.
ov-ac793e23012a	CAFE	Abcoffee	19.106439	72.826321	Shop No. 2, Plot-33, Janki Kutir, Juhu Tara Roads, Greenwoods Society, Apati, Old Khandala, Juhu, Mumbai	Coffee shop.
ov-5e728115926d	CAFE	ROYCE' Chocolate, Juhu | Gourmet Chocolate Shop	19.101801	72.826182	Bombay Baking Company, JW Marriott Mumbai Juhu Road, Jw Marriott Mumbai Juhu, Juhu Tara Road	Chocolatier.
ov-5cd43cae12b8	CAFE	Being Mumbaikar	19.076139	72.827436	Chavkute Lane, Koliwada, Khar Danda, Mumbai	Cafe.
ov-910f39922a17	CAFE	The Churro Co. Bandra	19.071232	72.822080	2/A, Gagangiri Premises, Carter Road, Bandra West, Mumbai	Desserts.
ov-b7d65f72014a	CAFE	ROYCE' Chocolate, Bandra | Gourmet Chocolate Shop	19.055329	72.824787	53, Serpis Villa, Chimbai Road, Hill Road, Near St. Andrews Church, Bandra West, Mumbai	Chocolatier.
ov-37c505529ebb	CAFE	ROYCE’ Chocolate, Prabhadevi | Gourmet Chocolate Shop	19.012545	72.826784	25 Cnergy, Appasaheb Marathe Marg, Century Bazaar, Prabhadevi, Near Provenance Prabhadevi, Mumbai	Chocolatier.
ov-7c23445bd2a1	CAFE	Chai Point - Peninsula Corporate Park, Lower Parel	18.998769	72.825211	Peninsula Corporate Park, Lower Parel West, Lower Parel, Mumbai	Tea room.
ov-790b1eafa1b5	CAFE	Entisi Chocolatier - Luxury Chocolate Gifts and Best Luxury Chocolates	18.976107	72.807590	Shop no. 13, Tirupati Apartments, Ground Floor, Bhulabhai Desai Road, Mumbai	Chocolatier.
ov-b08d6f3b3698	CAFE	Good Fettle - Healthy Ice Creams	18.972368	72.805270	595, Top Gear, Bhulabhai Desai Marg, Near Indian Oil Petrol Pump, Mumbai	Ice cream and frozen yoghurt.
ov-a7178235104c	CAFE	Spin N Press - Dry Cleaning and Laundry Services	18.967481	72.809857	Shop no. 5, Ground Floor, Dilkoosha Apartments, Altamount Road, Besides Roman Stores, Gowalia Tank, Cumballa Hill, Tardeo, Mumbai	Candy store.
ov-11d9d5a72587	CAFE	Spin N Press - Dry Cleaning and Laundry Services	18.966740	72.803711	Shop No 5, Nanik Niwas Building, Bhulabhai Desai Marg, opp. Tata Garden, Near Kemps Corner, Breach Candy, Mumbai	Candy store.
ov-371efbdc1115	CAFE	Qmin Shop	18.914627	72.820800	President, Mumbai - Ihcl Seleqtions, 90, Cuffe Parade	Coffee shop.
ov-a971577780ce	CAFE	Bob the Baker's Cafe	19.214354	72.824298	Sai Moksh, Shop No 1, Sector 15, Dmart Line, Kharghar, Navi Mumbai	Cafe.
ov-a2cda2d9779a	CAFE	Best Tiffin Services in Charkop Gorai, Kandivali & Borivali - Sai Ganesh Tiffin Service	19.212510	72.822620	437/7 Gajanan Vijay h.s.g Sector 4 Charkop Kandiwali West, Mumbai	Cafe.
ov-7c426493c991	CAFE	Chai Point - Lokhandwala, Andheri West	19.149396	72.827603	No. 3, Ground Floor, N.G. Eclat, At Yamuna Nagar, Lokhandwala, Andheri West, Mumbai	Cafe.
ov-7322e450a4f6	CAFE	Frozen Bottle - Milkshakes, Desserts, and Ice Cream	19.139385	72.827054	Shop No. 02, Adelphi Chsl, Shastri Nagar, Road No. 01, Lokhandwala Complex, Andheri West, Opposite Downtown Chinese Restaurant, Mumbai	Desserts.
ov-c534bcc2b349	CAFE	The Tattva Café	19.138512	72.827337	Shop no 3, Wembley Building, Shastri Nagar Lane 2, Andheri West, Mumbai	Cafe.
ov-54a838a3c359	CAFE	Apsara Ice Creams	19.135839	72.809823	Shop No. 3, Everest Apartment, Mumbai	Ice cream and frozen yoghurt.
ov-349d55e93608	CAFE	Cafe Zoe	18.994309	72.831429	Todi Mathuradas Mill Compound, N M Joshi Marg, Lower Parel, Mumbai	Cafe.
ov-1d5b8aa4173e	CAFE	Chai Point	19.010143	72.835282	841, Senapati Bapat Pawar Marg, BDD Chawl, Lower Parel, Mumbai	Cafe.
ov-72e2eb5d9a7f	CAFE	ARAKU Coffee	18.922155	72.832488	Sunny House, Mandlik Road, Apollo Bandar, Colaba, Mumbai	Coffee shop.
ov-d55f4d668f31	CAFE	True Fit Gourmet Bistro & Cafe	19.053991	72.829782	Shop 1&2, Ground Floor, ben-o-lil Haven Building., Waroda Road, Mumbai	Cafe.
ov-b0f3b1ecc1cd	CAFE	Chaayos Cafe Turner Road	19.059448	72.829453	Unit 4, GF, Carlton Court, Turner Road, Bandra West, Mumbai	Cafe.
ov-cd325687156b	CAFE	Apsara Ice Creams	19.141253	72.831079	TF333, 3 Floor, Infiniti Mall, Malad West, Mumbai	Desserts.
ov-2ca49fb1b579	CAFE	Balaji Veg Restaurant	19.142696	72.831475	Adarsh Nagar, 1077, 1078, Ground Floor, Mumbai City, NEW Link Road, Jogeshwari West	Cafe.
ov-8549a97e9a71	CAFE	The Charcha	19.135384	72.832296	21b, Kartik Complex, Link Road, Andheri West, Mumbai	Tea room.
ov-681826207bcd	CAFE	Frozen Bottle - Milkshakes, Desserts, and Ice Cream	19.173479	72.835851	Food Court, Inorbit Mall, New Link Road, Mindspace, Malad West, Near Mcdonald's, Mumbai	Desserts.
ov-138c2ebcbd43	CAFE	Apsara Ice Creams	19.173310	72.835720	MKS35, Opp. Dominos, 2nd Floor, Food Court, Inorbit Mall, Mindspace, Malad, Mumbai	Desserts.
ov-b3116785a7a8	CAFE	Lords Inn Hotels & Developers Limited - Hotel Management Company	19.190025	72.835434	202, 2nd Floor, Morya Blue Moon Opposite, Citi Mall, Off New Link Road, Andheri West, Mumbai	Cafe.
ov-08cc32b8ff8f	CAFE	Pole Kiosk; kiosk	19.226783	72.834481	Shayog CHS, Plot no.16, D-2, RSC Road Number 22, Gorai 1, Borivali West, Mumbai	Cafe.
ov-6c04c26262fc	CAFE	Cookie Man - Infiniti Malad	19.184722	72.834122	Infinity Mall, Lower Ground Floor, 14, New Link Road, Mumbai	Cupcake shop.
ov-43731871db62	CAFE	Starbucks	19.071708	72.834104	Shop No 14, Gagangiri Premises Building, Khar, West Bandra, Mumbai	Coffee shop.
ov-6b9023834b88	CAFE	Apsara Ice Creams	19.066429	72.834257	Shop No 1, Nav Meghdoot Society, Opp Vijay Sales, Linking Road, Khar (W), Mumbai	Desserts.
ov-f2316c28f859	CAFE	Bakers & More	19.024712	72.835438	Shop No.1, New Shivkutir Co-Op. Housing Society Ltd, 280, S. Veer Savarkar Marg, Dadar, Mumbai	Beverage store.
ov-8a095100d17e	CAFE	Poshn - Functional Superjuice	19.084601	72.835837	1- Golden Bungalow, Juhu Road, Santacruz (W), Mumbai	Beverage store.
ov-72ded2a3668c	CAFE	Café Coffee Day	18.968793	72.838716	Nesbit Road Opposite Sales Tax Office, Mazgaon Shop no 03 Sunder Apartment, Mumbai	Coffee shop.
